"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Oftringen AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Oftringen: Mit 2'878 Nein-Stimmen zu 1'969 Ja-Stimmen oder 59,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Oftringen hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Oftringen (AG)","C'est non à 59,4 pour cent à l'initiative sur la responsabilité environnementale à Oftringen. Oftringen a rejeté l'initiative, contrairement à son canton.","Oftringen (AG)","Il 59,4 per cento degli elettori di Oftringen ha respinto l'iniziativa per la resposanbilità ambientale. Oftringen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Reitnau AG","Ja zur Umweltverantwortungsinitiative in Reitnau. Die Gemeinde hat das Volksbegehren mit 64,8 Prozent der Stimmen angenommen. Reitnau hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Reitnau (AG)","L'initiative sur la responsabilité environnementale passe la rampe à Reitnau avec 64,8 pour cent de oui. Reitnau a approuvé l'initiative, tout comme son canton.","Reitnau (AG)","L'iniziativa per la resposanbilità ambientale è stata accolta a Reitnau, dove ha riscosso il 64,8 per cento di voti a favore. Reitnau ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Rothrist AG","Die Gemeinde Rothrist hat die Umweltverantwortungsinitiative mit 50,8 Prozent Ja-Stimmen angenommen. Rothrist hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Rothrist (AG)","Les habitants de Rothrist acceptent l'initiative sur la responsabilité environnementale avec 50,8 pour cent de oui. Rothrist a approuvé l'initiative, tout comme son canton.","Rothrist (AG)","I cittadini di Rothrist hanno accolto l'iniziativa per la resposanbilità ambientale con il 50,8 per cento di voti a favore. Rothrist ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Safenwil AG","Safenwil hat die Umweltverantwortungsinitiative mit 53,1 Prozent abgelehnt. Safenwil hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Safenwil (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Safenwil avec 53,1 pour cent de non. Safenwil a rejeté l'initiative, contrairement à son canton.","Safenwil (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Safenwil, dove ha riscosso il 53,1 per cento di ""no"". Safenwil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Staffelbach AG","61,8 Prozent der Abstimmenden in der Gemeinde Staffelbach haben Ja gesagt zur Umweltverantwortungsinitiative. Staffelbach hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Staffelbach (AG)","C'est oui à 61,8 pour cent à l'initiative sur la responsabilité environnementale à Staffelbach. Staffelbach a approuvé l'initiative, tout comme son canton.","Staffelbach (AG)","Il 61,8 per cento degli elettori di Staffelbach ha accolto l'iniziativa per la resposanbilità ambientale. Staffelbach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Strengelbach AG","Ja zur Umweltverantwortungsinitiative in Strengelbach. Die Gemeinde hat das Volksbegehren mit 85,3 Prozent der Stimmen angenommen. Strengelbach hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Strengelbach (AG)","L'initiative sur la responsabilité environnementale passe la rampe à Strengelbach avec 85,3 pour cent de oui. Strengelbach a approuvé l'initiative, tout comme son canton.","Strengelbach (AG)","L'iniziativa per la resposanbilità ambientale è stata accolta a Strengelbach, dove ha riscosso il 85,3 per cento di voti a favore. Strengelbach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Uerkheim AG","Uerkheim hat die Umweltverantwortungsinitiative mit 89,3 Prozent abgelehnt. Uerkheim hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Uerkheim (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Uerkheim avec 89,3 pour cent de non. Uerkheim a rejeté l'initiative, contrairement à son canton.","Uerkheim (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Uerkheim, dove ha riscosso il 89,3 per cento di ""no"". Uerkheim ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Vordemwald AG","Nein zur Umweltverantwortungsinitiative in Vordemwald: Mit 2'375 Nein- zu 226 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 91,3 Prozent. Vordemwald hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Vordemwald (AG)","L'initiative sur la responsabilité environnementale échoue à Vordemwald avec 91,3 pour cent des suffrages. Vordemwald a rejeté l'initiative, contrairement à son canton.","Vordemwald (AG)","Gli elettori di Vordemwald si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 91,3 per cento di voti contrari. Vordemwald ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Wiliberg AG","Nein zur Umweltverantwortungsinitiative in Wiliberg. Die Gemeinde hat die Vorlage mit 76,2 Prozent abgelehnt. Wiliberg hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Wiliberg (AG)","À Wiliberg, les habitants disent non à 76,2 pour cent à l'initiative sur la responsabilité environnementale. Wiliberg a rejeté l'initiative, contrairement à son canton.","Wiliberg (AG)","Nel comune di Wiliberg, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 76,2 per cento di voti contrari. Wiliberg ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Zofingen AG","Die Stimmbevölkerung von Zofingen hat die Umweltverantwortungsinitiative mit 88,8 Prozent angenommen. Zofingen hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Zofingue (AG)","À Zofingue, les habitants disent oui à 88,8 pour cent à l'initiative sur la responsabilité environnementale. Zofingue a approuvé l'initiative, tout comme son canton.","Zofingue (AG)","Nel comune di Zofingue, i cittadini hanno accolto l'iniziativa per la resposanbilità ambientale con il 88,8 per cento di voti favorevoli. Zofingue ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Böttstein AG","In Böttstein hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 65,6 Prozent angenommen. Böttstein hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Böttstein (AG)","À Böttstein, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 65,6 pour cent des suffrages. Böttstein a approuvé l'initiative, tout comme son canton.","Böttstein (AG)","A Böttstein gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 65,6 per cento di ""sì"". Böttstein ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Döttingen AG","60,1 Prozent der Stimmbürgerinnen und Stimmbürger von Döttingen haben die Umweltverantwortungsinitiative angenommen. Döttingen hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Döttingen (AG)","Les électeurs de Döttingen valident l'initiative sur la responsabilité environnementale avec 60,1 pour cent des voix. Döttingen a approuvé l'initiative, tout comme son canton.","Döttingen (AG)","Gli elettori di Döttingen si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 60,1 per cento di ""sì"". Döttingen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Endingen AG","Ja zur Umweltverantwortungsinitiative in Endingen. Die Gemeinde hat das Volksbegehren mit 51,6 Prozent der Stimmen angenommen. Endingen hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Endingen (AG)","L'initiative sur la responsabilité environnementale passe la rampe à Endingen avec 51,6 pour cent de oui. Endingen a approuvé l'initiative, tout comme son canton.","Endingen (AG)","L'iniziativa per la resposanbilità ambientale è stata accolta a Endingen, dove ha riscosso il 51,6 per cento di voti a favore. Endingen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Fisibach AG","Ja zur Umweltverantwortungsinitiative in Fisibach: Mit 65,7 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Fisibach hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Fisibach (AG)","Les habitants de Fisibach approuvent l'initiative sur la responsabilité environnementale avec 65,7 pour cent des voix. Fisibach a approuvé l'initiative, tout comme son canton.","Fisibach (AG)","Gli abitanti di Fisibach hanno accolto l'iniziativa per la resposanbilità ambientale con il 65,7 per cento di ""sì"". Fisibach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Full-Reuenthal AG","73,6 Prozent der Stimmbürgerinnen und Stimmbürger von Full-Reuenthal haben die Umweltverantwortungsinitiative angenommen. Full-Reuenthal hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Full-Reuenthal (AG)","Les électeurs de Full-Reuenthal valident l'initiative sur la responsabilité environnementale avec 73,6 pour cent des voix. Full-Reuenthal a approuvé l'initiative, tout comme son canton.","Full-Reuenthal (AG)","Gli elettori di Full-Reuenthal si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 73,6 per cento di ""sì"". Full-Reuenthal ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Klingnau AG","Nein zur Umweltverantwortungsinitiative in Klingnau: Mit 2'156 Nein- zu 1'013 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 68 Prozent. Klingnau hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Klingnau (AG)","L'initiative sur la responsabilité environnementale échoue à Klingnau avec 68 pour cent des suffrages. Klingnau a rejeté l'initiative, contrairement à son canton.","Klingnau (AG)","Gli elettori di Klingnau si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 68 per cento di voti contrari. Klingnau ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Koblenz AG","In Koblenz hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 71,8 Prozent verworfen. Koblenz hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Koblenz (AG)","À Koblenz, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 71,8 pour cent des voix. Koblenz a rejeté l'initiative, contrairement à son canton.","Koblenz (AG)","A Koblenz gli abitanti si sono opposti al potenziamento delle strade nazionali con il 71,8 per cento di voti a sfavore. Koblenz ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Leibstadt AG","In Leibstadt hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 96,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Leibstadt hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Leibstadt (AG)","Les habitants de Leibstadt rejettent l'initiative sur la responsabilité environnementale avec 96,1 pour cent de non. Leibstadt a rejeté l'initiative, contrairement à son canton.","Leibstadt (AG)","I cittadini di Leibstadt hanno respinto l'iniziativa per la resposanbilità ambientale con il 96,1 per cento di voti contrari. Leibstadt ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Lengnau AG","In Lengnau AG hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 65,7 Prozent verworfen. Lengnau AG hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Lengnau (AG)","À Lengnau (AG), les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 65,7 pour cent des voix. Lengnau (AG) a rejeté l'initiative, contrairement à son canton.","Lengnau (AG)","A Lengnau AG gli abitanti si sono opposti al potenziamento delle strade nazionali con il 65,7 per cento di voti a sfavore. Lengnau AG ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Leuggern AG","58 Prozent der Stimmbürgerinnen und Stimmbürger von Leuggern sagen Nein zur Umweltverantwortungsinitiative. Leuggern hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Leuggern (AG)","Les habitants de Leuggern s'opposent à l'initiative sur la responsabilité environnementale avec 58 pour cent de non. Leuggern a rejeté l'initiative, contrairement à son canton.","Leuggern (AG)","Gli abitanti di Leuggern hanno respinto l'iniziativa per la resposanbilità ambientale con il 58 per cento di ""no"". Leuggern ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Mellikon AG","Nein zur Umweltverantwortungsinitiative in Mellikon: Mit 7'383 Nein- zu 1'814 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 80,3 Prozent. Mellikon hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Mellikon (AG)","L'initiative sur la responsabilité environnementale échoue à Mellikon avec 80,3 pour cent des suffrages. Mellikon a rejeté l'initiative, contrairement à son canton.","Mellikon (AG)","Gli elettori di Mellikon si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 80,3 per cento di voti contrari. Mellikon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schneisingen AG","Die Stimmbevölkerung von Schneisingen hat die Umweltverantwortungsinitiative mit 66,8 Prozent angenommen. Schneisingen hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Schneisingen (AG)","À Schneisingen, les habitants disent oui à 66,8 pour cent à l'initiative sur la responsabilité environnementale. Schneisingen a approuvé l'initiative, tout comme son canton.","Schneisingen (AG)","Nel comune di Schneisingen, i cittadini hanno accolto l'iniziativa per la resposanbilità ambientale con il 66,8 per cento di voti favorevoli. Schneisingen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Siglistorf AG","Siglistorf hat die Umweltverantwortungsinitiative mit 88,9 Prozent abgelehnt. Siglistorf hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Siglistorf (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Siglistorf avec 88,9 pour cent de non. Siglistorf a rejeté l'initiative, contrairement à son canton.","Siglistorf (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Siglistorf, dove ha riscosso il 88,9 per cento di ""no"". Siglistorf ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Tegerfelden AG","Die Gemeinde Tegerfelden hat die Umweltverantwortungsinitiative mit 69,1 Prozent Ja-Stimmen angenommen. Tegerfelden hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage.","Tegerfelden (AG)","Les habitants de Tegerfelden acceptent l'initiative sur la responsabilité environnementale avec 69,1 pour cent de oui. Tegerfelden a approuvé l'initiative, tout comme son canton.","Tegerfelden (AG)","I cittadini di Tegerfelden hanno accolto l'iniziativa per la resposanbilità ambientale con il 69,1 per cento di voti a favore. Tegerfelden ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Zurzach AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Zurzach: Mit 5'260 Nein-Stimmen zu 2'691 Ja-Stimmen oder 66,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Zurzach hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat.","Zurzach (AG)","C'est non à 66,2 pour cent à l'initiative sur la responsabilité environnementale à Zurzach. Zurzach a rejeté l'initiative, contrairement à son canton.","Zurzach (AG)","Il 66,2 per cento degli elettori di Zurzach ha respinto l'iniziativa per la resposanbilità ambientale. Zurzach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Arbon TG","Nein zur Umweltverantwortungsinitiative in Arbon: Mit 7'446 Nein- zu 1'605 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 82,3 Prozent. Arbon hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Arbon (TG)","L'initiative sur la responsabilité environnementale échoue à Arbon avec 82,3 pour cent des suffrages. Arbon a rejeté l'initiative, tout comme son canton.","Arbon (TG)","Gli elettori di Arbon si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 82,3 per cento di voti contrari. Arbon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Dozwil TG","Nein zur Umweltverantwortungsinitiative in Dozwil: Mit 7'609 Nein- zu 3'783 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 66,8 Prozent. Dozwil hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Dozwil (TG)","L'initiative sur la responsabilité environnementale échoue à Dozwil avec 66,8 pour cent des suffrages. Dozwil a rejeté l'initiative, tout comme son canton.","Dozwil (TG)","Gli elettori di Dozwil si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 66,8 per cento di voti contrari. Dozwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Egnach TG","Die Gemeinde Egnach hat die Umweltverantwortungsinitiative mit 87,5 Prozent Ja-Stimmen angenommen. Egnach hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Egnach (TG)","Les habitants d'Egnach acceptent l'initiative sur la responsabilité environnementale avec 87,5 pour cent de oui. Egnach a approuvé l'initiative, contrairement à son canton.","Egnach (TG)","I cittadini di Egnach hanno accolto l'iniziativa per la resposanbilità ambientale con il 87,5 per cento di voti a favore. Egnach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hefenhofen TG","In Hefenhofen hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 50,4 Prozent angenommen. Hefenhofen hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Hefenhofen (TG)","À Hefenhofen, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 50,4 pour cent des suffrages. Hefenhofen a approuvé l'initiative, contrairement à son canton.","Hefenhofen (TG)","A Hefenhofen gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 50,4 per cento di ""sì"". Hefenhofen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Horn TG","Die Gemeinde Horn hat die Umweltverantwortungsinitiative mit 58,1 Prozent Ja-Stimmen angenommen. Horn hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Horn (TG)","Les habitants de Horn acceptent l'initiative sur la responsabilité environnementale avec 58,1 pour cent de oui. Horn a approuvé l'initiative, contrairement à son canton.","Horn (TG)","I cittadini di Horn hanno accolto l'iniziativa per la resposanbilità ambientale con il 58,1 per cento di voti a favore. Horn ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Kesswil TG","Kesswil hat die Umweltverantwortungsinitiative mit 51,5 Prozent abgelehnt. Kesswil hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Kesswil (TG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Kesswil avec 51,5 pour cent de non. Kesswil a rejeté l'initiative, tout comme son canton.","Kesswil (TG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Kesswil, dove ha riscosso il 51,5 per cento di ""no"". Kesswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Roggwil TG","Roggwil TG hat die Umweltverantwortungsinitiative mit 62,6 Prozent abgelehnt. Roggwil TG hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Roggwil (TG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Roggwil (TG) avec 62,6 pour cent de non. Roggwil (TG) a rejeté l'initiative, tout comme son canton.","Roggwil (TG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Roggwil TG, dove ha riscosso il 62,6 per cento di ""no"". Roggwil TG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Romanshorn TG","Ja zur Umweltverantwortungsinitiative in Romanshorn. Die Gemeinde hat das Volksbegehren mit 80,6 Prozent der Stimmen angenommen. Romanshorn hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Romanshorn (TG)","L'initiative sur la responsabilité environnementale passe la rampe à Romanshorn avec 80,6 pour cent de oui. Romanshorn a approuvé l'initiative, contrairement à son canton.","Romanshorn (TG)","L'iniziativa per la resposanbilità ambientale è stata accolta a Romanshorn, dove ha riscosso il 80,6 per cento di voti a favore. Romanshorn ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Salmsach TG","Die Stimmbevölkerung von Salmsach hat die Umweltverantwortungsinitiative mit 70,9 Prozent angenommen. Salmsach hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Salmsach (TG)","À Salmsach, les habitants disent oui à 70,9 pour cent à l'initiative sur la responsabilité environnementale. Salmsach a approuvé l'initiative, contrairement à son canton.","Salmsach (TG)","Nel comune di Salmsach, i cittadini hanno accolto l'iniziativa per la resposanbilità ambientale con il 70,9 per cento di voti favorevoli. Salmsach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Sommeri TG","67,5 Prozent der Stimmbürgerinnen und Stimmbürger von Sommeri sagen Nein zur Umweltverantwortungsinitiative. Sommeri hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Sommeri (TG)","Les habitants de Sommeri s'opposent à l'initiative sur la responsabilité environnementale avec 67,5 pour cent de non. Sommeri a rejeté l'initiative, tout comme son canton.","Sommeri (TG)","Gli abitanti di Sommeri hanno respinto l'iniziativa per la resposanbilità ambientale con il 67,5 per cento di ""no"". Sommeri ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Uttwil TG","69,2 Prozent der Stimmbürgerinnen und Stimmbürger von Uttwil haben die Umweltverantwortungsinitiative angenommen. Uttwil hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Uttwil (TG)","Les électeurs d'Uttwil valident l'initiative sur la responsabilité environnementale avec 69,2 pour cent des voix. Uttwil a approuvé l'initiative, contrairement à son canton.","Uttwil (TG)","Gli elettori di Uttwil si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 69,2 per cento di ""sì"". Uttwil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Amriswil TG","Die Gemeinde Amriswil hat die Umweltverantwortungsinitiative mit 70,1 Prozent Ja-Stimmen angenommen. Amriswil hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Amriswil (TG)","Les habitants d'Amriswil acceptent l'initiative sur la responsabilité environnementale avec 70,1 pour cent de oui. Amriswil a approuvé l'initiative, contrairement à son canton.","Amriswil (TG)","I cittadini di Amriswil hanno accolto l'iniziativa per la resposanbilità ambientale con il 70,1 per cento di voti a favore. Amriswil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Bischofszell TG","Die Gemeinde Bischofszell hat die Umweltverantwortungsinitiative mit 61,2 Prozent Ja-Stimmen angenommen. Bischofszell hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Bischofszell (TG)","Les habitants de Bischofszell acceptent l'initiative sur la responsabilité environnementale avec 61,2 pour cent de oui. Bischofszell a approuvé l'initiative, contrairement à son canton.","Bischofszell (TG)","I cittadini di Bischofszell hanno accolto l'iniziativa per la resposanbilità ambientale con il 61,2 per cento di voti a favore. Bischofszell ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Erlen TG","Ja zur Umweltverantwortungsinitiative in Erlen. Die Gemeinde hat das Volksbegehren mit 92,4 Prozent der Stimmen angenommen. Erlen hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Erlen (TG)","L'initiative sur la responsabilité environnementale passe la rampe à Erlen avec 92,4 pour cent de oui. Erlen a approuvé l'initiative, contrairement à son canton.","Erlen (TG)","L'iniziativa per la resposanbilità ambientale è stata accolta a Erlen, dove ha riscosso il 92,4 per cento di voti a favore. Erlen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hauptwil-Gottshaus TG","Keine Mehrheit für die Umweltverantwortungsinitiative in Hauptwil-Gottshaus: Mit 3'447 Nein-Stimmen zu 1'639 Ja-Stimmen oder 67,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Hauptwil-Gottshaus hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Hauptwil-Gottshaus (TG)","C'est non à 67,8 pour cent à l'initiative sur la responsabilité environnementale à Hauptwil-Gottshaus. Hauptwil-Gottshaus a rejeté l'initiative, tout comme son canton.","Hauptwil-Gottshaus (TG)","Il 67,8 per cento degli elettori di Hauptwil-Gottshaus ha respinto l'iniziativa per la resposanbilità ambientale. Hauptwil-Gottshaus ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hohentannen TG","Die Gemeinde Hohentannen hat die Umweltverantwortungsinitiative mit 80,3 Prozent Ja-Stimmen angenommen. Hohentannen hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Hohentannen (TG)","Les habitants de Hohentannen acceptent l'initiative sur la responsabilité environnementale avec 80,3 pour cent de oui. Hohentannen a approuvé l'initiative, contrairement à son canton.","Hohentannen (TG)","I cittadini di Hohentannen hanno accolto l'iniziativa per la resposanbilità ambientale con il 80,3 per cento di voti a favore. Hohentannen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Kradolf-Schönenberg TG","Ja zur Umweltverantwortungsinitiative in Kradolf-Schönenberg. Die Gemeinde hat das Volksbegehren mit 78,6 Prozent der Stimmen angenommen. Kradolf-Schönenberg hat damit anders abgestimmt als der Kanton Thurgau, der die Vorlage abgelehnt hat.","Kradolf-Schönenberg (TG)","L'initiative sur la responsabilité environnementale passe la rampe à Kradolf-Schönenberg avec 78,6 pour cent de oui. Kradolf-Schönenberg a approuvé l'initiative, contrairement à son canton.","Kradolf-Schönenberg (TG)","L'iniziativa per la resposanbilità ambientale è stata accolta a Kradolf-Schönenberg, dove ha riscosso il 78,6 per cento di voti a favore. Kradolf-Schönenberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Sulgen TG","Nein zur Umweltverantwortungsinitiative in Sulgen. Die Gemeinde hat die Vorlage mit 52,9 Prozent abgelehnt. Sulgen hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Sulgen (TG)","À Sulgen, les habitants disent non à 52,9 pour cent à l'initiative sur la responsabilité environnementale. Sulgen a rejeté l'initiative, tout comme son canton.","Sulgen (TG)","Nel comune di Sulgen, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 52,9 per cento di voti contrari. Sulgen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Zihlschlacht-Sitterdorf TG","Keine Mehrheit für die Umweltverantwortungsinitiative in Zihlschlacht-Sitterdorf: Mit 6'187 Nein-Stimmen zu 3'164 Ja-Stimmen oder 66,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Zihlschlacht-Sitterdorf hat damit gleich wie der Kanton Thurgau Nein gesagt zu dieser Vorlage.","Zihlschlacht-Sitterdorf (TG)","C'est non à 66,2 pour cent à l'initiative sur la responsabilité environnementale à Zihlschlacht-Sitterdorf. Zihlschlacht-Sitterdorf a rejeté l'initiative, tout comme son canton.","Zihlschlacht-Sitterdorf (TG)","Il 66,2 per cento degli elettori di Zihlschlacht-Sitterdorf ha respinto l'iniziativa per la resposanbilità ambientale. Zihlschlacht-Sitterdorf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
